# 错误日志 - 2026-05-19 21:15:03
# 格式: 时间,股票代码,错误信息

2026-05-19 22:16:12,未知,获取数据失败 sz.300308: 网络接收错误。
2026-05-19 22:16:13,未知,获取数据失败 sz.000598: 网络接收错误。
2026-05-19 22:16:17,未知,获取数据失败 sh.600308: 网络接收错误。
2026-05-19 22:16:17,未知,获取数据失败 sz.300839: 网络接收错误。
2026-05-19 22:16:20,未知,获取数据失败 sh.603590: 网络接收错误。
2026-05-19 22:16:21,未知,获取数据失败 sz.399661: 网络接收错误。
2026-05-19 22:16:24,未知,获取数据失败 sz.002685: 网络接收错误。
2026-05-19 22:16:24,未知,获取数据失败 sh.601111: 网络接收错误。
2026-05-19 22:16:25,未知,获取数据失败 sz.300310: 网络接收错误。
2026-05-19 22:16:28,未知,获取数据失败 sz.000599: 网络接收错误。
2026-05-19 22:16:31,未知,获取数据失败 sh.600309: 网络接收错误。
2026-05-19 22:16:34,未知,获取数据失败 sz.300840: 网络接收错误。
2026-05-19 22:16:37,未知,获取数据失败 sh.603595: 网络接收错误。
2026-05-19 22:16:38,未知,获取数据失败 sz.300311: 网络接收错误。
2026-05-19 22:16:39,未知,获取数据失败 sh.601112: 网络接收错误。
2026-05-19 22:16:39,未知,获取数据失败 sz.002686: 网络接收错误。
2026-05-19 22:16:40,未知,获取数据失败 sz.399662: 网络接收错误。
2026-05-19 22:16:42,未知,获取数据失败 sz.000600: 网络接收错误。
2026-05-19 22:16:46,未知,获取数据失败 sh.600310: 网络接收错误。
2026-05-19 22:16:50,未知,获取数据失败 sz.300313: 网络接收错误。
2026-05-19 22:16:51,未知,获取数据失败 sh.601113: 网络接收错误。
2026-05-19 22:16:53,未知,获取数据失败 sh.603596: 网络接收错误。
2026-05-19 22:16:53,未知,获取数据失败 sz.300841: 网络接收错误。
2026-05-19 22:16:55,未知,获取数据失败 sz.002687: 网络接收错误。
2026-05-19 22:16:57,未知,获取数据失败 sz.000601: 网络接收错误。
2026-05-19 22:17:00,未知,获取数据失败 sz.399663: 网络接收错误。
2026-05-19 22:17:02,未知,获取数据失败 sh.600312: 网络接收错误。
2026-05-19 22:17:02,未知,获取数据失败 sh.603598: 网络接收错误。
2026-05-19 22:17:04,未知,获取数据失败 sz.300842: 网络接收错误。
2026-05-19 22:17:08,未知,获取数据失败 sh.601116: 网络接收错误。
2026-05-19 22:17:08,未知,获取数据失败 sz.000603: 网络接收错误。
2026-05-19 22:17:09,未知,获取数据失败 sz.300314: 网络接收错误。
2026-05-19 22:17:13,未知,获取数据失败 sz.002688: 网络接收错误。
2026-05-19 22:17:13,未知,获取数据失败 sz.399664: 网络接收错误。
2026-05-19 22:17:14,未知,获取数据失败 sh.603599: 网络接收错误。
2026-05-19 22:17:17,未知,获取数据失败 sh.600313: 网络接收错误。
2026-05-19 22:17:20,未知,获取数据失败 sz.300843: 网络接收错误。
2026-05-19 22:17:25,未知,获取数据失败 sz.300315: 网络接收错误。
2026-05-19 22:17:25,未知,获取数据失败 sh.603600: 网络接收错误。
2026-05-19 22:17:26,未知,获取数据失败 sz.000605: 网络接收错误。
2026-05-19 22:17:27,未知,获取数据失败 sh.601117: 网络接收错误。
2026-05-19 22:17:28,未知,获取数据失败 sz.399665: 网络接收错误。
2026-05-19 22:17:32,未知,获取数据失败 sz.300844: 网络接收错误。
2026-05-19 22:17:33,未知,获取数据失败 sz.002689: 网络接收错误。
2026-05-19 22:17:33,未知,获取数据失败 sh.600315: 网络接收错误。
2026-05-19 22:17:38,未知,获取数据失败 sh.603601: 网络接收错误。
2026-05-19 22:17:42,未知,获取数据失败 sz.399666: 网络接收错误。
2026-05-19 22:17:42,未知,获取数据失败 sz.300316: 网络接收错误。
2026-05-19 22:17:42,未知,获取数据失败 sz.000607: 网络接收错误。
2026-05-19 22:17:45,未知,获取数据失败 sh.601118: 网络接收错误。
2026-05-19 22:17:50,未知,获取数据失败 sz.002690: 网络接收错误。
2026-05-19 22:17:51,未知,获取数据失败 sz.300845: 网络接收错误。
2026-05-19 22:17:51,未知,获取数据失败 sh.600316: 网络接收错误。
2026-05-19 22:17:57,未知,获取数据失败 sz.300317: 网络接收错误。
2026-05-19 22:17:57,未知,获取数据失败 sh.603602: 网络接收错误。
2026-05-19 22:17:58,未知,获取数据失败 sh.601121: 网络接收错误。
2026-05-19 22:17:59,未知,获取数据失败 sz.000608: 网络接收错误。
2026-05-19 22:18:01,未知,获取数据失败 sz.399667: 网络接收错误。
2026-05-19 22:18:01,未知,获取数据失败 sz.002691: 网络接收错误。
2026-05-19 22:18:03,未知,获取数据失败 sh.600318: 网络接收错误。
2026-05-19 22:18:04,未知,获取数据失败 sz.300846: 网络接收错误。
2026-05-19 22:18:10,未知,获取数据失败 sh.603605: 网络接收错误。
2026-05-19 22:18:10,未知,获取数据失败 sz.300318: 网络接收错误。
2026-05-19 22:18:13,未知,获取数据失败 sz.000609: 网络接收错误。
2026-05-19 22:18:15,未知,获取数据失败 sh.600319: 网络接收错误。
2026-05-19 22:18:15,未知,获取数据失败 sh.601126: 网络接收错误。
2026-05-19 22:18:18,未知,获取数据失败 sz.399668: 网络接收错误。
2026-05-19 22:18:21,未知,获取数据失败 sz.002692: 网络接收错误。
2026-05-19 22:18:21,未知,获取数据失败 sz.300847: 网络接收错误。
2026-05-19 22:18:25,未知,获取数据失败 sz.300319: 网络接收错误。
2026-05-19 22:18:28,未知,获取数据失败 sh.603606: 网络接收错误。
2026-05-19 22:18:28,未知,获取数据失败 sz.000610: 网络接收错误。
2026-05-19 22:18:31,未知,获取数据失败 sh.601127: 网络接收错误。
2026-05-19 22:18:32,未知,获取数据失败 sh.600320: 网络接收错误。
2026-05-19 22:18:34,未知,获取数据失败 sz.399669: 网络接收错误。
2026-05-19 22:18:35,未知,获取数据失败 sz.002693: 网络接收错误。
2026-05-19 22:18:36,未知,获取数据失败 sz.300848: 网络接收错误。
2026-05-19 22:18:39,未知,获取数据失败 sh.603607: 网络接收错误。
2026-05-19 22:18:42,未知,获取数据失败 sz.000612: 网络接收错误。
2026-05-19 22:18:42,未知,获取数据失败 sh.601128: 网络接收错误。
2026-05-19 22:18:43,未知,获取数据失败 sh.600322: 网络接收错误。
2026-05-19 22:18:44,未知,获取数据失败 sz.300320: 网络接收错误。
2026-05-19 22:18:49,未知,获取数据失败 sz.399670: 网络接收错误。
2026-05-19 22:18:50,未知,获取数据失败 sz.002694: 网络接收错误。
2026-05-19 22:18:51,未知,获取数据失败 sz.300849: 网络接收错误。
2026-05-19 22:18:55,未知,获取数据失败 sh.601133: 网络接收错误。
2026-05-19 22:18:57,未知,获取数据失败 sh.603608: 网络接收错误。
2026-05-19 22:18:58,未知,获取数据失败 sz.000615: 网络接收错误。
2026-05-19 22:19:01,未知,获取数据失败 sz.300321: 网络接收错误。
2026-05-19 22:19:01,未知,获取数据失败 sh.600323: 网络接收错误。
2026-05-19 22:19:04,未知,获取数据失败 sz.002695: 网络接收错误。
2026-05-19 22:19:07,未知,获取数据失败 sz.300850: 网络接收错误。
2026-05-19 22:19:08,未知,获取数据失败 sz.399671: 网络接收错误。
2026-05-19 22:19:10,未知,获取数据失败 sh.601136: 网络接收错误。
2026-05-19 22:19:11,未知,获取数据失败 sh.603609: 网络接收错误。
2026-05-19 22:19:12,未知,获取数据失败 sz.300322: 网络接收错误。
2026-05-19 22:19:14,未知,获取数据失败 sz.002696: 网络接收错误。
2026-05-19 22:19:17,未知,获取数据失败 sh.600325: 网络接收错误。
2026-05-19 22:19:18,未知,获取数据失败 sz.000617: 网络接收错误。
2026-05-19 22:19:20,未知,获取数据失败 sz.399672: 网络接收错误。
2026-05-19 22:19:20,未知,获取数据失败 sz.300851: 网络接收错误。
2026-05-19 22:19:26,未知,获取数据失败 sh.601137: 网络接收错误。
2026-05-19 22:19:27,未知,获取数据失败 sh.603610: 网络接收错误。
2026-05-19 22:19:31,未知,获取数据失败 sz.300852: 网络接收错误。
2026-05-19 22:19:31,未知,获取数据失败 sz.002697: 网络接收错误。
2026-05-19 22:19:32,未知,获取数据失败 sz.300323: 网络接收错误。
2026-05-19 22:19:32,未知,获取数据失败 sh.600326: 网络接收错误。
2026-05-19 22:19:34,未知,获取数据失败 sz.000619: 网络接收错误。
2026-05-19 22:19:37,未知,获取数据失败 sz.399673: 网络接收错误。
2026-05-19 22:19:39,未知,获取数据失败 sh.603611: 网络接收错误。
2026-05-19 22:19:40,未知,获取数据失败 sh.601138: 网络接收错误。
2026-05-19 22:19:43,未知,获取数据失败 sz.300324: 网络接收错误。
2026-05-19 22:19:43,未知,获取数据失败 sz.300853: 网络接收错误。
2026-05-19 22:19:43,未知,获取数据失败 sz.002698: 网络接收错误。
2026-05-19 22:19:47,未知,获取数据失败 sh.600327: 网络接收错误。
2026-05-19 22:19:50,未知,获取数据失败 sz.000620: 网络接收错误。
2026-05-19 22:19:50,未知,获取数据失败 sz.399674: 网络接收错误。
2026-05-19 22:19:51,未知,获取数据失败 sh.603612: 网络接收错误。
2026-05-19 22:19:55,未知,获取数据失败 sh.601139: 网络接收错误。
2026-05-19 22:19:55,未知,获取数据失败 sz.002700: 网络接收错误。
2026-05-19 22:19:57,未知,获取数据失败 sz.300326: 网络接收错误。
2026-05-19 22:19:58,未知,获取数据失败 sh.600328: 网络接收错误。
2026-05-19 22:20:04,未知,获取数据失败 sz.300854: 网络接收错误。
2026-05-19 22:20:04,未知,获取数据失败 sz.399675: 网络接收错误。
2026-05-19 22:20:04,未知,获取数据失败 sz.002701: 网络接收错误。
2026-05-19 22:20:05,未知,获取数据失败 sz.000623: 网络接收错误。
2026-05-19 22:20:05,未知,获取数据失败 sh.603613: 网络接收错误。
2026-05-19 22:20:10,未知,获取数据失败 sh.600329: 网络接收错误。
2026-05-19 22:20:12,未知,获取数据失败 sh.601155: 网络接收错误。
2026-05-19 22:20:14,未知,获取数据失败 sz.399676: 网络接收错误。
2026-05-19 22:20:15,未知,获取数据失败 sz.300327: 网络接收错误。
2026-05-19 22:20:15,未知,获取数据失败 sz.002702: 网络接收错误。
2026-05-19 22:20:16,未知,获取数据失败 sz.300855: 网络接收错误。
2026-05-19 22:20:17,未知,获取数据失败 sh.603615: 网络接收错误。
2026-05-19 22:20:21,未知,获取数据失败 sz.000625: 网络接收错误。
2026-05-19 22:20:26,未知,获取数据失败 sh.600330: 网络接收错误。
2026-05-19 22:20:28,未知,获取数据失败 sz.399677: 网络接收错误。
2026-05-19 22:20:28,未知,获取数据失败 sh.601156: 网络接收错误。
2026-05-19 22:20:29,未知,获取数据失败 sh.603616: 网络接收错误。
2026-05-19 22:20:31,未知,获取数据失败 sz.300856: 网络接收错误。
2026-05-19 22:20:32,未知,获取数据失败 sz.002703: 网络接收错误。
2026-05-19 22:20:32,未知,获取数据失败 sz.300328: 网络接收错误。
2026-05-19 22:20:39,未知,获取数据失败 sz.000626: 网络接收错误。
2026-05-19 22:20:42,未知,获取数据失败 sh.600331: 网络接收错误。
2026-05-19 22:20:44,未知,获取数据失败 sz.399678: 网络接收错误。
2026-05-19 22:20:44,未知,获取数据失败 sh.601158: 网络接收错误。
2026-05-19 22:20:44,未知,获取数据失败 sz.300857: 网络接收错误。
2026-05-19 22:20:47,未知,获取数据失败 sh.603617: 网络接收错误。
2026-05-19 22:20:49,未知,获取数据失败 sz.300329: 网络接收错误。
2026-05-19 22:20:49,未知,获取数据失败 sz.000628: 网络接收错误。
2026-05-19 22:20:50,未知,获取数据失败 sz.002705: 网络接收错误。
2026-05-19 22:20:59,未知,获取数据失败 sh.600332: 网络接收错误。
2026-05-19 22:21:00,未知,获取数据失败 sh.601162: 网络接收错误。
2026-05-19 22:21:03,未知,获取数据失败 sz.399679: 网络接收错误。
2026-05-19 22:21:03,未知,获取数据失败 sh.603618: 网络接收错误。
2026-05-19 22:21:03,未知,获取数据失败 sz.300858: 网络接收错误。
2026-05-19 22:21:04,未知,获取数据失败 sz.000629: 网络接收错误。
2026-05-19 22:21:05,未知,获取数据失败 sz.002706: 网络接收错误。
2026-05-19 22:21:05,未知,获取数据失败 sz.300331: 网络接收错误。
2026-05-19 22:21:11,未知,获取数据失败 sh.600333: 网络接收错误。
2026-05-19 22:21:15,未知,获取数据失败 sz.399680: 网络接收错误。
2026-05-19 22:21:17,未知,获取数据失败 sh.601163: 网络接收错误。
2026-05-19 22:21:18,未知,获取数据失败 sh.603619: 网络接收错误。
2026-05-19 22:21:19,未知,获取数据失败 sz.300332: 网络接收错误。
2026-05-19 22:21:21,未知,获取数据失败 sz.300859: 网络接收错误。
2026-05-19 22:21:24,未知,获取数据失败 sz.000630: 网络接收错误。
2026-05-19 22:21:24,未知,获取数据失败 sz.002707: 网络接收错误。
2026-05-19 22:21:27,未知,获取数据失败 sh.601166: 网络接收错误。
2026-05-19 22:21:27,未知,获取数据失败 sh.600335: 网络接收错误。
2026-05-19 22:21:30,未知,获取数据失败 sh.603626: 网络接收错误。
2026-05-19 22:21:30,未知,获取数据失败 sz.399681: 网络接收错误。
2026-05-19 22:21:34,未知,获取数据失败 sz.300860: 网络接收错误。
2026-05-19 22:21:35,未知,获取数据失败 sz.300333: 网络接收错误。
2026-05-19 22:21:37,未知,获取数据失败 sz.000631: 网络接收错误。
2026-05-19 22:21:38,未知,获取数据失败 sz.002708: 网络接收错误。
2026-05-19 22:21:41,未知,获取数据失败 sh.600336: 网络接收错误。
2026-05-19 22:21:41,未知,获取数据失败 sh.601168: 网络接收错误。
2026-05-19 22:21:43,未知,获取数据失败 sz.399682: 网络接收错误。
2026-05-19 22:21:46,未知,获取数据失败 sz.300861: 网络接收错误。
2026-05-19 22:21:48,未知,获取数据失败 sh.603628: 网络接收错误。
2026-05-19 22:21:53,未知,获取数据失败 sh.601169: 网络接收错误。
2026-05-19 22:21:53,未知,获取数据失败 sz.300334: 网络接收错误。
2026-05-19 22:21:55,未知,获取数据失败 sz.002709: 网络接收错误。
2026-05-19 22:21:55,未知,获取数据失败 sh.600337: 网络接收错误。
2026-05-19 22:21:57,未知,获取数据失败 sz.000632: 网络接收错误。
2026-05-19 22:22:00,未知,获取数据失败 sz.300862: 网络接收错误。
2026-05-19 22:22:01,未知,获取数据失败 sz.399683: 网络接收错误。
2026-05-19 22:22:05,未知,获取数据失败 sh.601177: 网络接收错误。
2026-05-19 22:22:06,未知,获取数据失败 sh.603629: 网络接收错误。
2026-05-19 22:22:12,未知,获取数据失败 sh.600338: 网络接收错误。
2026-05-19 22:22:12,未知,获取数据失败 sz.399684: 网络接收错误。
2026-05-19 22:22:13,未知,获取数据失败 sz.300335: 网络接收错误。
2026-05-19 22:22:15,未知,获取数据失败 sz.002712: 网络接收错误。
2026-05-19 22:22:17,未知,获取数据失败 sz.000633: 网络接收错误。
2026-05-19 22:22:17,未知,获取数据失败 sz.300863: 网络接收错误。
2026-05-19 22:22:19,未知,获取数据失败 sh.601179: 网络接收错误。
2026-05-19 22:22:23,未知,获取数据失败 sh.603630: 网络接收错误。
2026-05-19 22:22:24,未知,获取数据失败 sz.300337: 网络接收错误。
2026-05-19 22:22:26,未知,获取数据失败 sh.600339: 网络接收错误。
2026-05-19 22:22:27,未知,获取数据失败 sz.000635: 网络接收错误。
2026-05-19 22:22:28,未知,获取数据失败 sz.399685: 网络接收错误。
2026-05-19 22:22:31,未知,获取数据失败 sz.300864: 网络接收错误。
2026-05-19 22:22:34,未知,获取数据失败 sz.002713: 网络接收错误。
2026-05-19 22:22:35,未知,获取数据失败 sh.601186: 网络接收错误。
2026-05-19 22:22:37,未知,获取数据失败 sz.300338: 网络接收错误。
2026-05-19 22:22:37,未知,获取数据失败 sh.603633: 网络接收错误。
2026-05-19 22:22:40,未知,获取数据失败 sh.600340: 网络接收错误。
2026-05-19 22:22:44,未知,获取数据失败 sz.399686: 网络接收错误。
2026-05-19 22:22:45,未知,获取数据失败 sz.000636: 网络接收错误。
2026-05-19 22:22:45,未知,获取数据失败 sz.002714: 网络接收错误。
2026-05-19 22:22:52,未知,获取数据失败 sh.601187: 网络接收错误。
2026-05-19 22:22:52,未知,获取数据失败 sz.300865: 网络接收错误。
2026-05-19 22:22:53,未知,获取数据失败 sz.300339: 网络接收错误。
2026-05-19 22:22:54,未知,获取数据失败 sh.603636: 网络接收错误。
2026-05-19 22:22:55,未知,获取数据失败 sz.002715: 网络接收错误。
2026-05-19 22:23:00,未知,获取数据失败 sz.399687: 网络接收错误。
2026-05-19 22:23:00,未知,获取数据失败 sh.600343: 网络接收错误。
2026-05-19 22:23:01,未知,获取数据失败 sz.000637: 网络接收错误。
2026-05-19 22:23:05,未知,获取数据失败 sh.601188: 网络接收错误。
2026-05-19 22:23:07,未知,获取数据失败 sz.300866: 网络接收错误。
2026-05-19 22:23:09,未知,获取数据失败 sz.300340: 网络接收错误。
2026-05-19 22:23:12,未知,获取数据失败 sh.603637: 网络接收错误。
2026-05-19 22:23:13,未知,获取数据失败 sh.600345: 网络接收错误。
2026-05-19 22:23:14,未知,获取数据失败 sz.399688: 网络接收错误。
2026-05-19 22:23:15,未知,获取数据失败 sz.002716: 网络接收错误。
2026-05-19 22:23:17,未知,获取数据失败 sz.000638: 网络接收错误。
2026-05-19 22:23:20,未知,获取数据失败 sh.601198: 网络接收错误。
2026-05-19 22:23:20,未知,获取数据失败 sz.300341: 网络接收错误。
2026-05-19 22:23:25,未知,获取数据失败 sz.300867: 网络接收错误。
2026-05-19 22:23:29,未知,获取数据失败 sh.603638: 网络接收错误。
2026-05-19 22:23:29,未知,获取数据失败 sz.000639: 网络接收错误。
2026-05-19 22:23:29,未知,获取数据失败 sh.600346: 网络接收错误。
2026-05-19 22:23:30,未知,获取数据失败 sz.002717: 网络接收错误。
2026-05-19 22:23:31,未知,获取数据失败 sh.601199: 网络接收错误。
2026-05-19 22:23:32,未知,获取数据失败 sz.399689: 网络接收错误。
2026-05-19 22:23:33,未知,获取数据失败 sz.300342: 网络接收错误。
2026-05-19 22:23:36,未知,获取数据失败 sz.300868: 网络接收错误。
2026-05-19 22:23:39,未知,获取数据失败 sz.000650: 网络接收错误。
2026-05-19 22:23:42,未知,获取数据失败 sh.601200: 网络接收错误。
2026-05-19 22:23:44,未知,获取数据失败 sh.603639: 网络接收错误。
2026-05-19 22:23:44,未知,获取数据失败 sh.600348: 网络接收错误。
2026-05-19 22:23:48,未知,获取数据失败 sz.300343: 网络接收错误。
2026-05-19 22:23:48,未知,获取数据失败 sz.002718: 网络接收错误。
2026-05-19 22:23:52,未知,获取数据失败 sz.399701: 网络接收错误。
2026-05-19 22:23:52,未知,获取数据失败 sh.601208: 网络接收错误。
2026-05-19 22:23:54,未知,获取数据失败 sz.300869: 网络接收错误。
2026-05-19 22:23:57,未知,获取数据失败 sz.000651: 网络接收错误。
2026-05-19 22:23:57,未知,获取数据失败 sh.603648: 网络接收错误。
2026-05-19 22:24:00,未知,获取数据失败 sz.300345: 网络接收错误。
2026-05-19 22:24:04,未知,获取数据失败 sh.600350: 网络接收错误。
2026-05-19 22:24:05,未知,获取数据失败 sh.601211: 网络接收错误。
2026-05-19 22:24:06,未知,获取数据失败 sz.300870: 网络接收错误。
2026-05-19 22:24:07,未知,获取数据失败 sz.002719: 网络接收错误。
2026-05-19 22:24:07,未知,获取数据失败 sh.603650: 网络接收错误。
2026-05-19 22:24:11,未知,获取数据失败 sz.000652: 网络接收错误。
2026-05-19 22:24:12,未知,获取数据失败 sz.399702: 网络接收错误。
2026-05-19 22:24:14,未知,获取数据失败 sz.300346: 网络接收错误。
2026-05-19 22:24:18,未知,获取数据失败 sz.300871: 网络接收错误。
2026-05-19 22:24:21,未知,获取数据失败 sh.603655: 网络接收错误。
2026-05-19 22:24:21,未知,获取数据失败 sh.600351: 网络接收错误。
2026-05-19 22:24:23,未知,获取数据失败 sz.002721: 网络接收错误。
2026-05-19 22:24:23,未知,获取数据失败 sh.601212: 网络接收错误。
2026-05-19 22:24:26,未知,获取数据失败 sz.300347: 网络接收错误。
2026-05-19 22:24:28,未知,获取数据失败 sz.399703: 网络接收错误。
2026-05-19 22:24:30,未知,获取数据失败 sz.000655: 网络接收错误。
2026-05-19 22:24:32,未知,获取数据失败 sz.300872: 网络接收错误。
2026-05-19 22:24:33,未知,获取数据失败 sh.603656: 网络接收错误。
2026-05-19 22:24:35,未知,获取数据失败 sh.601216: 网络接收错误。
2026-05-19 22:24:36,未知,获取数据失败 sz.002722: 网络接收错误。
2026-05-19 22:24:37,未知,获取数据失败 sh.600352: 网络接收错误。
2026-05-19 22:24:41,未知,获取数据失败 sz.000656: 网络接收错误。
2026-05-19 22:24:43,未知,获取数据失败 sz.399704: 网络接收错误。
2026-05-19 22:24:44,未知,获取数据失败 sz.300348: 网络接收错误。
2026-05-19 22:24:47,未知,获取数据失败 sh.603657: 网络接收错误。
2026-05-19 22:24:48,未知,获取数据失败 sh.601218: 网络接收错误。
2026-05-19 22:24:49,未知,获取数据失败 sz.300873: 网络接收错误。
2026-05-19 22:24:50,未知,获取数据失败 sz.002723: 网络接收错误。
2026-05-19 22:24:54,未知,获取数据失败 sh.600353: 网络接收错误。
2026-05-19 22:24:56,未知,获取数据失败 sz.000657: 网络接收错误。
2026-05-19 22:24:57,未知,获取数据失败 sz.399705: 网络接收错误。
2026-05-19 22:24:57,未知,获取数据失败 sz.300349: 网络接收错误。
2026-05-19 22:25:06,未知,获取数据失败 sz.300875: 网络接收错误。
2026-05-19 22:25:06,未知,获取数据失败 sh.603658: 网络接收错误。
2026-05-19 22:25:07,未知,获取数据失败 sh.601222: 网络接收错误。
2026-05-19 22:25:07,未知,获取数据失败 sh.600354: 网络接收错误。
2026-05-19 22:25:08,未知,获取数据失败 sz.002724: 网络接收错误。
2026-05-19 22:25:11,未知,获取数据失败 sz.399706: 网络接收错误。
2026-05-19 22:25:12,未知,获取数据失败 sz.300350: 网络接收错误。
2026-05-19 22:25:16,未知,获取数据失败 sz.000659: 网络接收错误。
2026-05-19 22:25:16,未知,获取数据失败 sh.603659: 网络接收错误。
2026-05-19 22:25:20,未知,获取数据失败 sz.002725: 网络接收错误。
2026-05-19 22:25:22,未知,获取数据失败 sh.601225: 网络接收错误。
2026-05-19 22:25:22,未知,获取数据失败 sh.600356: 网络接收错误。
2026-05-19 22:25:22,未知,获取数据失败 sz.300876: 网络接收错误。
2026-05-19 22:25:26,未知,获取数据失败 sz.300351: 网络接收错误。
2026-05-19 22:25:27,未知,获取数据失败 sz.399802: 网络接收错误。
2026-05-19 22:25:29,未知,获取数据失败 sh.603660: 网络接收错误。
2026-05-19 22:25:30,未知,获取数据失败 sz.000661: 网络接收错误。
2026-05-19 22:25:35,未知,获取数据失败 sz.300877: 网络接收错误。
2026-05-19 22:25:38,未知,获取数据失败 sh.600358: 网络接收错误。
2026-05-19 22:25:38,未知,获取数据失败 sz.002726: 网络接收错误。
2026-05-19 22:25:38,未知,获取数据失败 sh.601226: 网络接收错误。
2026-05-19 22:25:38,未知,获取数据失败 sz.300352: 网络接收错误。
2026-05-19 22:25:40,未知,获取数据失败 sz.399803: 网络接收错误。
2026-05-19 22:25:43,未知,获取数据失败 sh.603661: 网络接收错误。
2026-05-19 22:25:44,未知,获取数据失败 sz.000663: 网络接收错误。
2026-05-19 22:25:48,未知,获取数据失败 sz.300878: 网络接收错误。
2026-05-19 22:25:51,未知,获取数据失败 sh.601228: 网络接收错误。
2026-05-19 22:25:52,未知,获取数据失败 sh.600359: 网络接收错误。
2026-05-19 22:25:53,未知,获取数据失败 sz.300353: 网络接收错误。
2026-05-19 22:25:54,未知,获取数据失败 sz.399804: 网络接收错误。
2026-05-19 22:25:54,未知,获取数据失败 sz.000665: 网络接收错误。
2026-05-19 22:25:54,未知,获取数据失败 sz.002727: 网络接收错误。
2026-05-19 22:25:57,未知,获取数据失败 sh.603662: 网络接收错误。
2026-05-19 22:26:03,未知,获取数据失败 sz.300354: 网络接收错误。
2026-05-19 22:26:04,未知,获取数据失败 sh.600360: 网络接收错误。
2026-05-19 22:26:04,未知,获取数据失败 sh.601229: 网络接收错误。
2026-05-19 22:26:05,未知,获取数据失败 sz.002728: 网络接收错误。
2026-05-19 22:26:06,未知,获取数据失败 sz.300879: 网络接收错误。
2026-05-19 22:26:06,未知,获取数据失败 sz.399805: 网络接收错误。
2026-05-19 22:26:07,未知,获取数据失败 sh.603663: 网络接收错误。
2026-05-19 22:26:09,未知,获取数据失败 sz.000668: 网络接收错误。
2026-05-19 22:26:16,未知,获取数据失败 sh.601231: 网络接收错误。
2026-05-19 22:26:18,未知,获取数据失败 sh.603665: 网络接收错误。
2026-05-19 22:26:19,未知,获取数据失败 sz.399806: 网络接收错误。
2026-05-19 22:26:21,未知,获取数据失败 sh.600361: 网络接收错误。
2026-05-19 22:26:21,未知,获取数据失败 sz.300355: 网络接收错误。
2026-05-19 22:26:22,未知,获取数据失败 sz.300880: 网络接收错误。
